Labels,x^4,x^3,x^2,x^1,x^0
0,0,0,0,0.224405511071246,-0.980629407593306
1,0,0,1.79903419062145,0.0912890825031646,0.0782215494624342
1,0,0,1.16629278826463,0.629729629384182,0.270624523140195
1,-1.53072442480139,0.473278432198785,1.82648917150499,0.675492595546099,-0.491546177644708
0,0,0,0,-1.12063489185244,1.30132320454587
0,0,0,0,0,0.846208034742176
1,-0.883681349523953,-0.30746906659245,2.01072948484985,-0.254110253305717,0.356991470330415
0,0,0,0,0.388652937169123,1.19548813887183
0,0,-1.21208315502063,-0.316752690965637,-0.865185382279101,0.297995126708667
0,0,2.06286625595434,0.435988594056545,-0.704900955412569,-0.296377107008175
1,0.429726044325071,1.16213481806175,0.126020083664426,0.265960586054307,0.679015067209713
1,0,0,-1.67427432128573,1.67806818845476,-0.645610238760792
0,0,0,0,2.19872503077101,1.29986875436299
0,0,0,0,0,-0.234457630755198
1,0,0,0.818460003267025,-0.563436518714004,0.77794153278459
1,0,0,-1.40651076369351,0.601648327404898,0.9364548755643
0,0,-2.00300182749493,0.983512277324536,0.637356830769759,1.58926311186031
0,0,0,0,-0.151264631109175,-0.342359878477691
0,0,0,0,0.0461023756690215,1.12196070837044
1,0,0,1.5971793056645,-0.205340607824891,-1.26155954217902
1,-0.925414359277761,-0.29817294081729,-0.51786460943518,0.794878193423366,1.34348537500292
1,-0.317982944256516,-0.153092129479232,0.224631186084879,0.156175878519149,-1.50122074443882
1,1.24163378499479,0.0983137371142277,0.231866561383397,-1.2348178921193,1.728647386978
0,0,0.976320149014372,0.259947921912291,-0.8666333809031,-0.400796090932206
1,0,0,0.144871415250072,-0.180353628830222,0.731444261178925
1,-0.325189227685894,0.158727515605204,-0.0934144181196712,0.135724136532381,1.37339737493336
0,0,0,0,1.08181286648709,-1.60268500545421
0,0,-1.54033127211893,0.699311738206675,-0.101544870585498,0.578865741079274
0,0,0,0,-0.572510085861298,1.47461836162507
1,0,0,-1.48752354155347,0.803875070375085,1.3304404551559
0,0,0,0,0.218675584538482,-0.718402313516305
0,0,1.2944195057427,-0.472721207535433,1.22440562098382,0.219912898345582
1,0,0,-0.0833503377273956,-0.182918467616783,0.448298354171563
1,0,0,0.363701450588684,-0.54148608153518,-0.607716189694974
0,0,-0.103035127446265,0.158753880141018,0.391475447606591,-0.791266399718954
0,0,0,0,0,1.64924900687505
0,0,0,0,1.33234464494018,1.49230651404679
0,0,-0.685100922051472,0.379918060495077,0.0223577437599388,0.572121065548285
0,0,0,0,0,1.13697242167178
0,0,-0.481785200618724,-0.587366690650993,-0.222030466805004,1.74264427880329
0,0,1.58154215836496,0.98528529472754,0.350624325588328,-2.00990194196777
1,0,0,0.443938404729455,-0.535437525263282,1.35805535705585
0,0,0,0,1.09683530291995,-0.66962854293497
0,0,0.29964844661703,-0.42494802870852,-0.793685555442295,-0.732229126704839
1,0,0,-0.838751559825517,-2.48130675086594,-0.816468147989205
0,0,0,0,-0.781138051591112,-1.88403999551645
0,0,0,0,-0.203740698753538,1.17359743057084
1,0,0,0.377413273969494,-0.571521695677399,-1.28207618552115
0,0,-0.86587268798156,-0.182598730061066,-0.560421931282294,0.672246872983349
0,0,0,0,0,-0.121366715771237
0,0,0,0,0,0.438785873885442
0,0,0,0,0,0.794605749883321
0,0,0,0,0,1.27728348659928
1,0,0,-0.994393106981076,-0.118573478073639,1.96692271427212
0,0,0,0,0,-0.443628585724887
1,0,0,-1.62513851959922,-1.85865227462416,0.200617425454868
0,0,0.0776772988630306,0.876661332564293,-0.906467319292664,-2.32274022136454
0,0,0,0,-0.581440992937566,0.201537515075993
0,0,-1.87592878440488,-0.528730809737847,0.634965427093718,-0.610562662579662
0,0,0,0,-0.26576920310939,0.382849634709598
1,0.212868104448511,0.776763552245806,0.633985666899726,0.350870419564715,1.91413453185465
0,0,0,0,0,-0.248417920404978
0,0,0,0,-0.976923267453125,0.31731498466935
0,0,0,0,-1.54358675671613,1.45157496875
0,0,0.382998278345866,0.347672433764491,-1.48878912048957,0.138307109081654
0,0,0.149381424473197,0.180435379042543,-0.428699578163824,1.01211494208842
1,0,0,0.864527799279727,-0.253154505459407,2.36867413039738
0,0,0,0,0.871105672649918,-0.510549218519352
0,0,0,0,0,-2.75215346030699
0,0,0,0,0,0.206264938895211
0,0,0,0,0.390912636167871,-1.21930304504855
1,-0.0817528971471621,-0.347932727016332,0.0749064502600078,0.951821391313507,0.503838253726789
0,0,1.44985389719078,0.0472946494113351,-1.09113466365525,-0.209260258249675
0,0,0,0,-0.274939866958414,-0.945534475954227
1,0,0,-1.00096300135752,-0.831573440227968,0.732432776098778
1,-0.990328497385337,-1.1822823619904,0.0756706804035586,0.121184263149759,1.05261026127161
0,0,0,0,0,-1.08160177435009
0,0,0,0,0,-0.106018093727934
1,0,0,-1.36409979975159,-0.999683025181232,-0.145085260411814
0,0,0,0,0,0.476210079713495
0,0,0,0,0,-0.291759780828491
0,0,0,0,0,-0.775283063244562
1,-0.799833667997428,0.0811844534262691,-2.39057622384886,-0.469357967342417,0.226418649990416
1,0,0,0.691807920876332,0.0834253859745789,1.07661018779134
0,0,0.700812271996688,0.141683636147313,1.66855956904541,-0.616369237584162
0,0,0,0,-2.3851935431653,0.706308962679341
0,0,0,0,-0.834742372622649,-1.06672915763343
0,0,0.10425500625492,-0.453252425492343,-0.101894588540429,-1.19560060690042
1,-0.313830281155498,-0.399714960117083,0.628992192726065,-1.37829203016434,0.65055507320386
1,-0.590124421562205,0.396981245622572,0.66709014633086,2.86665389734116,1.15534518138228
1,0,0,-0.633251960323079,1.67291426438181,-0.249471013669168
1,0,0,-1.56933643173739,-0.434626511202997,1.08610320129179
1,0,0,-0.530970737101505,1.41089495967862,-0.239243109667337
0,0,1.08672978952156,0.57545820415256,0.217736151987945,-2.23382862900983
0,0,0,0,-0.303066480820294,0.160507551397289
0,0,0,0,-1.97652850600255,-2.47487677886733
0,0,-0.293167418116719,1.28874738796537,-0.625470434593963,1.85876259110586
0,0,-0.568459567673494,-0.82443675482288,1.25236017860498,0.486807442848889
1,0,0,0.792271177053968,-1.29620210714333,0.58636002143901
0,0,0.57166627884708,0.192813213805535,-0.575744552760906,0.21777617118737
0,0,0,0,-0.177493371737853,-0.418502604369739
0,0,-0.941993184999084,0.672882007352999,0.551754304254894,0.0289189736088792
1,0,0,-0.507795391044507,-0.335272632940528,-0.940218276156128
0,0,0,0,0,-0.251595166701186
0,0,0,0,1.62818786998865,-1.20731571137702
1,0,0,0.281831347549633,1.1816231666901,-0.355956880843204
0,0,0,0,0,-0.808131200761505
1,0,0,-1.79913615860928,1.24165228579571,-0.309107495477162
0,0,0,0,0,1.03505100339685
1,0,0,-0.195962162805485,-0.190717532555571,1.56222924027964
0,0,0,0,0,-0.0890538999188856
0,0,0.20006496231757,0.343727482066421,-1.62286419340765,0.836966375644672
1,0,0,-0.448015802487347,-0.955498650768284,-0.641078929079997
0,0,-2.05885786448036,-0.319188234841027,1.02604814078392,2.0965024607529
0,0,0,0,0,-1.37274810197262
0,0,0,0,0,0.6639681051601
0,0,0,0,0,-0.637580878923081
0,0,0.57892272669362,-0.605933099875231,-0.584635988838073,-0.662263114131938
0,0,0,0,0.535527794478516,0.118446632691162
0,0,0,0,0,-1.39196112014705
1,0,0,-0.122077045225051,-1.70925649224273,0.82809266766329
0,0,0.385769698409238,0.818022416061715,0.628812134386886,0.123674461692137
0,0,-2.11243668415666,1.06587079061395,3.20844472759526,-0.0898752073362582
1,0,0,0.265318030608854,0.648972789739099,-1.33249025927692
0,0,0,0,0.335095094655087,0.0393329165249537
0,0,0,0,0,-0.0582262064137306
1,0,0,-0.868828460321076,-1.17582419703405,1.10824788721307
0,0,-0.0649313918865174,0.344836677492384,0.513727016796146,2.27666457307397
1,0,0,-0.629655962697537,0.771507216351428,-1.16892901196468
1,-0.759849258716905,1.85648682447712,-1.21070110577636,0.0921034397074573,-0.590515978530953
0,0,0,0,-0.893969549329952,-0.494386840613825
0,0,1.08668413185015,1.56743980564797,-0.409752736109275,1.52216053833004
1,0.510981870439345,-1.01711374863913,-1.57808993919968,-0.361350490989571,-0.119125873141748
1,0,0,-0.0691877982246846,0.145899905236929,1.83228827570469
1,0,0,0.494986298138608,1.04601156382352,-0.676513841896665
1,0,0,1.14548637830429,1.93782936514827,-1.05798412888465
0,0,0,0,1.64662077538328,-0.658863674254859
1,0,0,0.135576167634929,-1.65273810233949,-0.270254876483333
1,0.501846757355642,-0.151775220117964,-1.08440873389202,-0.54870346850267,0.881342366308259
1,0,0,-1.77350974213952,0.485859201248115,-0.0716932428886552
1,0.514572343094415,-0.766392906433492,-0.382846001139502,1.06317100255496,-1.92657480467291
0,0,0,0,0,-2.06504954561433
1,0.773336193496925,-0.529817567605835,-0.904504414048336,2.67851202555447,0.813946339390901
1,0,0,0.856334091784481,0.241817029485653,-0.857375230712373
1,0,0,-1.33351414143671,0.382098431013211,0.534575269540953
1,0,-0.00177309017847928,-0.269044500231499,1.15658658834001,-1.8035830754417
1,0,0,0.149695635047524,0.803578260962326,1.14098960682182
0,0,0.340499463272732,-1.65910721422136,0.947328011937543,-0.65344147474272
0,0,0,0,0,-1.93675531609399
0,0,0.792996941278391,-1.01206932045385,1.10962732830857,0.491575034716798
1,1.02263194264265,-1.00182035887588,-1.26412210753998,-0.181912447636451,0.826772012892345
0,0,0.412551275268679,-1.76453355843827,-0.594270091867307,-1.15170270241672
0,0,-0.440551963259405,0.776342881994609,0.0888551606891878,-1.23636219398844
1,0,0,-0.0729714051844365,0.493715721815615,1.54043885000106
1,0.310249205425869,-0.792930096803134,-0.569820305851955,-1.02431411434421,-0.431094023962075
0,0,0,0,-1.05229929296575,0.0371827789293757
0,0,0,0,1.20125814843186,0.184896113607197
0,0,-0.214209085710733,-0.397648024851512,0.535884462919255,0.631462095811245
1,0.0655891984522847,0.834850162358284,-0.324843412668901,1.37331590803874,-2.09101649372801
0,0,0,0,-0.665208657271127,-0.969729029743441
0,0,0,0,-0.244051607583955,-0.686708206885745
0,0,0,0,-0.606314520208753,-0.301538507354529
0,0,-0.846545084147296,-1.66704310247559,-0.411071143329048,-0.0796487194539078
0,0,0,0,0.635355273823466,1.66804878323402
0,0,0,0,0,-2.19582883486748
0,0,-0.875089205708948,-0.484789257739301,-0.673497758073249,1.7430985255406
0,0,-1.54811535420568,-1.23111674463352,1.04432947297182,-0.512067779663351
1,0,0,0.756350803481792,-1.35615988337494,1.03949935547452
1,1.65223924533576,0.823819128216535,-1.1848409051619,-0.0471470384516643,-0.126941076298111
1,-0.409970573979347,0.541950439577829,1.27976620624501,0.152027776317407,0.840877129411165
0,0,0,0,0,1.04383351658976
1,-1.5934891173231,0.666930655482361,0.887293569277681,-0.424106713548974,0.998262761108962
0,0,-1.24395497695184,0.466391971318037,0.170765745458418,-2.0696238224882
0,0,1.05311142020662,-0.0252971844978181,-0.862729584208863,-0.0806510818760536
0,0,0,0,0,-1.23005002333299
1,0,0,0.135705432044005,0.380606773069537,-0.759692814925965
1,0,0,0.722635257329678,0.841215915911182,0.378205662118888
0,0,0,0,0,-0.571942093358857
1,0.896533086633846,-1.67255271137409,0.503329666599488,0.421295717344012,0.482467506211961
0,0,0,0,-1.03563690048726,1.18762627301259
1,0,0,0.438583215633607,-0.262209180714144,-0.486049570772007
0,0,-1.75477195999751,1.0219888171498,-1.53781549982397,0.295343130923243
0,0,0,0,1.9514501510411,0.792755588548587
1,-1.58576664572677,1.1181304181979,1.48797625957812,0.995605315014224,0.534213680230078
0,0,0,0,0,1.49743020702551
1,-0.209634614499675,1.61630340118157,0.924059029892329,1.23692350992766,-2.4826966453114
1,0,0,-1.20690963725213,-0.917818079666231,-0.334794981374545
0,0,0.554677427981209,1.42791842449226,-0.238944442130383,0.445875562220178
1,0,0,1.26057409833461,0.00380004077553207,-2.25413411752431
0,0,0.765947682685953,1.91707393726201,1.57503652968026,-0.245342310021474
1,-0.477538993813005,0.494311580100857,1.19307848484235,-1.62502924946471,1.24943220287971
0,0,0,0,0,0.952037714435675
0,0,0,0,-0.547160890311511,-0.251601996757349
0,0,0,0,-0.804406162393142,0.388232360864159
1,0,0,-1.58887486334034,-0.539110679749407,-1.12940851046421
1,-0.0929432504513081,-0.987955569902449,-0.694280485319825,-0.596093267199637,-0.759601442128702
0,0,2.69603528587975,-1.24439830039383,0.552875877588083,1.06472018229711
0,0,0,0,0,-0.398988671028179
0,0,-0.485373774574252,0.968479608892898,0.517494525596737,-0.770916749882288
0,0,0,0,-1.62356788124705,-0.474206822231027
0,0,0.756152339259672,-0.195081841332944,-0.502046635952011,-0.441480238754417
0,0,-0.800701708064173,-0.226707437618584,-0.0474928197498894,-1.69485715603648
1,0,0,-0.597902825305107,-1.11314402314943,0.593091242001326
1,0,0,-0.61974495397863,-0.712910937093839,1.05994439895151
0,0,0,0,0,-0.872989807305234
0,0,0.128572382435776,0.739885990518506,0.74282393416219,0.629669243507249
0,0,1.31237787286166,2.21044924002276,-0.534790332389859,2.1507553095248
0,0,0,0,2.70297922332109,-1.21085075225049
1,-0.213144076376654,0.583209281222157,0.464314714489604,0.216182092421437,0.0785560113202208
0,0,0,0,-0.208025466161345,1.02925789368055
0,0,0,0,0,2.26802874909362
0,0,0,0,0,-0.768891854155425
1,0,0,-0.339370418107209,0.237751440040967,-0.270546956032089
0,0,0,0,-2.27776402862796,0.338347965947119
1,0,0,-0.983288811224451,-0.386417843000537,0.459950121086266
0,0,0,0,1.36251617616707,0.802209434707991
0,0,0,0,2.53675730980173,-1.11408012429276
1,0,0,-2.23556738206509,0.270956243053473,0.0539885992017178
1,1.09155930971948,-0.627756058622588,-2.16170835229279,0.26752171283203,-1.24557931756459
0,0,0,0,0,0.460119829406472
0,0,0,0,-1.53233791246231,2.07987733811728
1,0.145651059510068,-0.545059157356656,0.132414811427174,-0.264776037317699,-0.987653221829039
1,-1.86919533413682,0.948395058295567,-0.792105038192896,0.357281372394304,0.122626457958451
0,0,0,0,0,-1.83998051134842
0,0,0,0,0,-0.26787419589668
1,0,0,-0.205283388001392,0.26184820013571,0.434359955087531
1,0,0,-1.13416554779481,0.305215800816547,-0.654934407296184
0,0,0,0,0,-0.779043725562982
0,0,0,0,0,0.501932927100807
1,0.391042004644589,0.964074954143463,1.09238958833049,-0.483486004754261,-0.485750917866731
1,0,0,-1.36657867955767,0.0880190920398085,0.802136367619867
1,0,0,-0.120555930173391,-0.552870949204484,-0.239277277904589
1,0,0,0.00742832039719674,0.268996335383312,0.555930195496275
0,0,0,0,0.316481879843744,-1.45795742130465
1,0,0,-0.723467759735755,-1.3330086254165,1.9832700308689
0,0,0,0,1.33618455108798,0.103616718599413
0,0,0,0,-1.3650281863932,1.00656164223182
0,0,0,0,1.03083771410625,0.950999627445429
0,0,0,0,0,-0.989637609274792
0,0,0,-0.027157563801119,-1.40798042411469,0.241294382149392
1,0,0,0.169815859532292,0.756670630051844,0.693318724152822
1,-0.563294962318373,0.688653747559276,-1.56877576813254,0.044266382975716,-1.16167770968136
0,0,-0.358762818605266,0.113884789005375,-0.0586337030170805,-1.90865265181403
1,0,0,0.389299855280778,0.0883895524976776,-0.251580260047549
1,-0.195075786761715,-0.615985098825073,0.928084120949964,1.59637436572418,0.359237186468316
0,0,0.497741554944828,-1.52060989366768,0.957529136994381,-0.160070683323247
1,0.210753978336718,0.535510203318359,-0.678156470407191,-0.814081316072342,0.791771858648522
0,0,0,0,0.517151364542939,-1.16047572981453
1,0,0,0.19036039289209,1.73790045187812,-2.20960557762543
0,0,0,0,1.42297388852276,-0.478061368777827
0,0,0,0,0,-0.470287734966009
0,0,-0.469518895174496,0.129405721711169,0.811248195968783,-0.103307275212593
0,0,0,0,-1.00225368562793,0.705363101674298
1,0,0,-0.0700542358217275,-2.00697354372453,-0.165227775855999
0,0,2.77038214341247,0.0575965698493253,-0.973775613536378,-0.621891758297143
0,0,0,0,0,-0.698864670568339
0,0,0,0,2.63736756532637,-0.498305837096482
0,0,0,0,-0.504042577032864,0.013925815838646
0,0,-0.583029451365048,1.16986919727922,-1.85849244678464,-0.550220227226144
1,0,0,-0.392478960796674,-1.04036575592758,-0.633215684136255
0,0,0,0,0,1.86600283934152
0,0,0,0,-0.674125212883779,0.955381799724125
1,0,0,-0.581171072194171,0.447150007168707,0.0037844044402675
0,0,-0.455596952596911,-1.21883889439321,-0.483692489051203,-0.926440663367018
1,-1.0557097360095,1.14371915113796,-1.27035573772931,1.09102467268097,-0.147657705550761
0,0,0,0,0,1.17370361485334
0,0,0,0,0,0.151337965033254
1,-1.1396098373984,-0.0675664348424281,1.05847285082295,0.278030806455929,-1.19551754416988
0,0,0,0,0,1.3613377260034
0,0,-0.244638858471035,0.753146741800821,-1.11858523500911,-2.24351826295272
1,0,0,-0.112787541009636,-0.68677083463614,0.146741164220673
1,0,0,-1.93699005267868,-0.442675966644964,0.298791565890868
0,0,0.954977730164594,-0.917682750379935,-0.603578498020224,0.686567850808395
0,0,0,0,-1.13374484369853,0.864758607883728
0,0,0,0,0,-2.1730584843815
1,1.67107140803645,0.650952958830004,-0.868393611250986,1.44867156657548,-1.0858295411246
0,0,0,0,0,0.0141995083867256
0,0,0.686172919782313,0.329951853299182,-1.02502379047469,-0.558264148640704
1,0,0,-0.352927916112959,0.576040068045989,-0.856158582053298
0,0,0,0,0,-0.67023695083137
0,0,0,0,0,1.71950039029663
0,0,0,0,0,0.462762569762008
1,0,0,-2.12574999167553,0.245657197923926,0.00557738778362095
0,0,0,0,-0.580812969020328,-1.12553929373578
0,0,-0.351627223590724,-0.808465456595507,0.458156145820369,0.652030791118847
0,0,-0.570611605332237,1.12970100992269,-1.25212846964373,-1.14185353392077
0,0,0,0,0,0.995088208265993
0,0,0,0,0.939634984692845,-0.231727217256253
0,0,-2.42587922144042,0.573989767654273,0.816581895346528,0.368830891649211
0,0,0,0,1.13650982242377,-1.85714308919717
1,0,0,-0.406332201112608,0.701157417512352,-1.0555025659274
1,0,0.0155576483767617,1.48361859813688,-0.860163421150672,-0.0555418254241628
0,0,0,0,0.985856191116057,-0.418046178105912
0,0,0,0,0,-1.51080014320763
0,0,-0.449724606741359,0.178625164102214,0.848298184084987,-1.36745727865785
0,0,0,0,1.81646383387269,0.0216655441815232
0,0,0,0,0,0.387745219711367
0,0,0,0,-0.819861102337194,0.0106234117202503
1,0,0,-1.6287585281251,1.0790928710835,0.764024485396215
0,0,0,0,0,-0.387311818104289
1,0,0,-0.292029852214533,-0.720777110237927,0.555482157963528
0,0,0,0,0,0.455596368930311
1,0,0,0.422944733165747,0.485123081297034,0.322329225824147
0,0,0,0,0,-1.00439201237845
0,0,0,0,0,-1.1929767333013
0,0,0,0,0.759203054092383,-0.455968409445724
0,0,0,0,-1.25706710622321,0.870017080308025
0,0,0,0,0,-1.24042426364981
0,0,-0.41072969382455,-0.956098835782901,-1.9145891149947,1.40539056090377
1,-0.549039228738599,0.0621911207629371,-1.64515139269007,-1.14158416368018,-1.60379670036711
1,0,0,1.70898815115883,-1.48378542381011,0.398573890214052
1,-0.588919326701287,1.74390383628933,0.103511436883017,-0.411382735663769,0.32406517357318
1,0.615485974677749,0.303736062475833,-1.05123863724548,0.580693411974361,0.358145007616528
1,0,0,-0.411711698369921,-1.57837844267419,-0.867357430187927
0,0,0,0,0,0.787661598064975
0,0,0,0,0,-0.553308992853135
0,0,0,0,-0.925890489887654,0.622004103802282
0,0,-0.516784347166842,-0.839047842711869,1.22281757159699,0.574729912610079
1,0,0,0.76186947672697,0.783216403974275,0.270487889571516
0,0,0,0,-1.19409962323084,1.04586169997581
0,0,0,0,0,0.328171165057176
1,0,0,0.289677722753232,-1.69868485432547,0.66092812609759
1,-0.798090880644874,0.100198058337112,0.449900370127133,-1.73806132957536,-1.79993462476551
0,0,1.04862291819444,0.243435025630653,-1.41173531615914,-1.65772469889054
1,0.0589947699368482,-0.493648627469986,1.86105697954814,-0.469207223134384,1.01809713705577
0,0,0,0,0,-1.01429161065066
0,0,0,0,1.3923824128839,0.123902497119346
0,0,-0.385999842807291,1.21215432068665,-1.11876146065879,-0.00944974127378538
1,1.41831331300182,-0.975542008225189,-1.11322037696433,0.312093243124164,1.17186535189541
1,0,-0.0234254948266156,0.998896543885332,0.0598411189472441,0.246217117322733
1,0,0.0373327366154376,-1.3487569577081,0.453686434160782,-0.180543679895453
0,0,0,0,0.184824955008138,0.323169853917712
0,0,-0.870777486695122,-0.647031718511643,0.188468669744951,1.80236710956557
1,0,0,-0.289273764992043,1.58521409527732,0.649750376116633
1,-0.421997779900046,1.95796392201772,0.538616498326381,-1.40851639764523,-0.622514350242009
0,0,0,0,0,-0.0919636959201315
0,0,0,0,0,0.872671140426482
1,0,0,-0.127421357967099,1.09219771336052,0.270616570714479
0,0,0,0,0,0.916640701246504
0,0,0,0,1.07213684219783,0.702331633666704
0,0,-0.769304018157771,0.466902799424631,0.350731043074511,1.49138830682035
1,2.02881419641154,-0.981222830254787,2.17562433473599,-0.392076166311908,-0.0923704983198054
0,0,0,0,0,0.0477763261229259
0,0,0,0,-1.06820643955764,-1.32468238213049
0,0,-1.32120239690343,0.61384200922788,-0.332804704346352,-1.67402166093442
1,0.150040494413237,-1.54086014145132,1.73625692636479,-1.50749178588157,-1.1596881570291
1,0,0,0.345071503636295,-1.03157412239265,0.205323395768629
0,0,0,0,0.505819332329656,0.281208051934682
0,0,0,-0.0363617481364239,-1.39564875908932,-0.529947154605583
0,0,-0.867726824515555,1.30995391702645,-0.29070758929371,1.25083102916858
0,0,0,0,-0.0971483944635274,0.142433300738257
1,-0.634923205136432,-0.918729315350304,0.774667204115164,-0.285350928730804,0.120262895611358
1,-1.50033172435719,-0.509719963074186,1.20064510680197,1.63690847207365,0.11079625329825
0,0,0,0,0,0.782119751978098
0,0,0.453077637171624,-0.047248690878245,0.0227884276152636,0.628265064324251
1,-0.631791705802263,0.250840978334939,-0.29015404113113,-1.10978872685881,-0.129447499829232
1,0,0,-1.62235010255239,-1.31781210504476,0.128380096281088
1,0,0,0.905696867311312,-0.042516466870404,0.702623383996704
1,-1.35427182813353,0.87048327223535,0.467222130950024,-0.823918707977603,-1.00306980787068
0,0,0,0,0,-1.02835512934449
1,-1.24720369570861,0.309121664363957,-0.00296119689503077,-0.499377112893601,-0.00249952124257694
1,0.96809654132512,-0.449481387392606,1.68971608064043,0.68454591911629,-0.422647484470394
0,0,0,0,1.07923810066536,-0.0161225555081097
1,0,0,-0.635707421763328,0.873554464734931,-0.00527474155750197
0,0,0,0,0.186470455425486,-1.03812181388153
0,0,0,0,0,-0.683222684134821
1,0,0,0.239667556607814,-1.73710836647219,1.86911416939938
0,0,2.03077131033453,-0.598511230315387,0.296654546821452,-0.273243792274434
1,0,0,-0.431686941056363,-0.210857573007517,-0.863294845381524
1,2.50267333774383,-0.531076516120269,-0.401164485477793,-1.53350522464457,-0.707216858582323
0,0,0,0,2.41876315279957,0.886357894588749
1,-0.616914094178196,0.429554356452465,-1.36321151859473,0.980059381581191,0.259736570362752
0,0,0,0,1.85575580370152,-1.52457146458647
0,0,-2.07657375722469,0.0469770809984731,-0.344937194152475,1.30121076954138
0,0,1.29478094716388,-0.861596609564166,-0.258961800135914,-1.15767653878705
0,0,0,0,-0.0903698771266129,-0.713034471982571
0,0,0,0,-0.653435204811709,1.0852702873941
0,0,0,0,1.22690082951824,0.203871244661186
1,0.616696353602512,0.0777843253347994,1.74904568658085,0.991134920640877,-0.250857061351067
0,0,0,0,0.242721629238267,-1.36214510315746
0,0,-1.22400758902561,0.038226653780543,-0.166203066293278,-1.13519149483053
0,0,0,0,0,0.735464852512514
1,0,0,-0.947442906317608,-0.082342022418601,-1.16043689995321
0,0,0,0,0,0.807008423851199
1,-1.19672147020405,2.13176430115277,-0.646223814029487,-1.25730816567701,-1.05832682366142
0,0,-1.03831304741204,0.0786380597878829,-0.147368115216453,-0.614061813352153
0,0,0,0,1.09023425158524,0.611802941668681
0,0,-0.134077566330996,1.8595182538269,1.73135658586152,1.04568972014982
1,0,0,0.0942204547809856,1.20779001009638,-0.464004744962501
0,0,0,0,0.497366376434988,0.294431281897195
0,0,0,0,0,-0.747320671505059
1,0,0,-0.211549737996345,0.224628146335589,-0.483332260842973
1,0,0,0.0705372788114999,-0.533517210481729,-1.50911644228859
1,0,0,0.512636249624088,-2.00137607626861,-0.895606401099479
0,0,0,0,1.31710580817958,0.777066760498133
0,0,-1.26621483471725,1.62645371396634,1.24320310698471,0.746003630947867
0,0,0,0,0,-0.636830060336459
0,0,0,0,0,0.528343162821189
1,0,0,0.0896895770622988,-0.69472806401699,0.392165010179193
1,0,0,0.495421406969833,-1.40874038156508,-0.368405376235146
0,0,-0.534367986140027,-0.0739488427909731,0.979413312380665,0.69333819532439
1,0,0,0.11499091117006,1.13567852181796,-0.212882213215448
1,0,0,2.33722122176261,-0.15605868035279,-1.11254397138881
0,0,0.944281689039744,1.67737986265249,0.927416196355114,1.33536689440048
1,1.14903884222084,1.61157944124534,0.0278173467846361,-0.808104710702462,1.24836685768034
1,0,0,0.780055368639148,-0.00398745282731361,-1.25806016299217
0,0,-0.0948196533048281,-0.0374201550567497,1.16478766178391,-1.36632741596912
1,-0.273357924423253,-0.161464511841742,0.238956485813656,-1.15240174229074,0.810828953539778
1,0,0,-0.268853506133366,-0.261238222070662,0.368224175853874
0,0,0,0,0.698208154164797,-0.375824121976224
0,0,0,0,-0.845260929147703,-0.43920227703908
